Station Name,day,Avg Solar Radiation,Min Solar Radiation,Max Solar Radiation
63rd Street Weather Station,09/25/2018,144.83333333333334,0,883
63rd Street Weather Station,08/20/2016,144.7826086956522,0,861
Oak Street Weather Station,09/17/2017,144.71428571428572,-4,654
Foster Weather Station,06/30/2021,144.70833333333334,2,865
63rd Street Weather Station,10/16/2021,144.70833333333334,2,558
63rd Street Weather Station,10/23/2018,144.66666666666666,3,564
63rd Street Weather Station,08/25/2016,144.625,0,787
63rd Street Weather Station,08/07/2019,144.58333333333334,0,685
Oak Street Weather Station,08/11/2017,144.5,-4,939
Foster Weather Station,02/15/2022,144.41666666666666,1,585
Oak Street Weather Station,05/27/2021,144.25,-2,570
Oak Street Weather Station,08/14/2015,144.04347826086956,-2,1011
63rd Street Weather Station,03/15/2022,144.04166666666666,3,620
63rd Street Weather Station,05/09/2017,144.04166666666666,3,664
63rd Street Weather Station,12/15/2016,143.93333333333334,7,425
63rd Street Weather Station,08/27/2016,143.91666666666666,0,751
63rd Street Weather Station,10/08/2015,143.7826086956522,1,607
63rd Street Weather Station,07/15/2020,143.75,0,822
Oak Street Weather Station,03/28/2018,143.58333333333334,0,514
63rd Street Weather Station,02/05/2017,143.34782608695653,4,527
63rd Street Weather Station,11/01/2015,143.2173913043478,2,535
63rd Street Weather Station,10/04/2020,143.125,3,615
Foster Weather Station,06/20/2021,143.0,2,441
63rd Street Weather Station,06/22/2015,142.93333333333334,0,429
Oak Street Weather Station,03/12/2022,142.86363636363637,3,655
Oak Street Weather Station,08/13/2021,142.79166666666666,-4,694
Oak Street Weather Station,09/29/2021,142.66666666666666,-4,621
63rd Street Weather Station,02/21/2019,142.61904761904762,4,570
Oak Street Weather Station,09/17/2016,142.6086956521739,-4,763
63rd Street Weather Station,10/07/2015,142.54166666666666,2,612
Foster Weather Station,05/25/2015,142.47826086956522,0,666
63rd Street Weather Station,07/26/2015,142.45454545454547,1,804
Oak Street Weather Station,04/19/2016,142.34782608695653,1,692
Oak Street Weather Station,09/12/2021,142.33333333333334,-5,600
Oak Street Weather Station,10/02/2017,142.1875,-4,553
63rd Street Weather Station,10/20/2017,142.16666666666666,0,568
63rd Street Weather Station,08/25/2018,142.16666666666666,0,541
Oak Street Weather Station,06/19/2017,142.04166666666666,-4,915
63rd Street Weather Station,09/13/2021,142.0,0,611
Foster Weather Station,05/22/2015,142.0,0,556
63rd Street Weather Station,05/13/2018,141.95238095238096,3,528
63rd Street Weather Station,03/28/2016,141.79166666666666,3,706
Foster Weather Station,10/07/2015,141.625,0,586
63rd Street Weather Station,10/01/2021,141.56521739130434,0,583
Oak Street Weather Station,08/19/2021,141.56521739130434,-5,635
Oak Street Weather Station,03/04/2018,141.36363636363637,0,633
Oak Street Weather Station,09/24/2021,141.33333333333334,-5,637
63rd Street Weather Station,10/19/2021,141.1818181818182,1,651
Foster Weather Station,09/07/2021,140.95833333333334,2,709
63rd Street Weather Station,10/17/2021,140.95833333333334,2,553
Oak Street Weather Station,07/07/2016,140.9090909090909,-3,510
63rd Street Weather Station,05/22/2020,140.79166666666666,2,574
63rd Street Weather Station,03/06/2019,140.79166666666666,5,517
63rd Street Weather Station,06/03/2020,140.75,0,548
Foster Weather Station,05/17/2021,140.66666666666666,2,323
63rd Street Weather Station,06/06/2019,140.625,2,440
Oak Street Weather Station,06/06/2019,140.58333333333334,-2,435
Foster Weather Station,10/30/2020,140.54166666666666,0,579
Foster Weather Station,10/27/2021,140.375,1,540
63rd Street Weather Station,06/04/2019,140.30434782608697,0,767
63rd Street Weather Station,05/17/2021,140.11111111111111,2,467
63rd Street Weather Station,09/21/2017,140.0952380952381,0,670
63rd Street Weather Station,04/17/2016,140.0,3,594
63rd Street Weather Station,10/23/2021,139.95833333333334,2,533
Foster Weather Station,08/27/2015,139.95,0,709
63rd Street Weather Station,09/21/2018,139.91304347826087,0,873
63rd Street Weather Station,09/12/2015,139.83333333333334,2,737
63rd Street Weather Station,07/27/2018,139.70833333333334,0,918
Oak Street Weather Station,07/15/2020,139.5,-4,885
63rd Street Weather Station,10/09/2015,139.5,1,861
63rd Street Weather Station,03/22/2016,139.5,2,600
63rd Street Weather Station,08/27/2015,139.5,2,643
Oak Street Weather Station,08/24/2016,139.47826086956522,-4,821
63rd Street Weather Station,10/18/2021,139.43478260869566,1,536
Oak Street Weather Station,09/14/2016,139.25,-3,733
Oak Street Weather Station,05/14/2018,139.2173913043478,-2,732
Oak Street Weather Station,07/18/2019,139.2173913043478,-6,804
Oak Street Weather Station,08/13/2016,139.20833333333334,-4,966
63rd Street Weather Station,10/13/2020,139.08333333333334,1,558
Oak Street Weather Station,06/01/2018,139.04761904761904,-3,689
Oak Street Weather Station,08/11/2021,139.0,-6,770
Oak Street Weather Station,06/28/2021,138.91666666666666,-2,905
Oak Street Weather Station,06/07/2015,138.91304347826087,0,685
63rd Street Weather Station,02/03/2017,138.875,5,513
63rd Street Weather Station,07/15/2016,138.79166666666666,0,694
63rd Street Weather Station,09/07/2021,138.70833333333334,0,711
Oak Street Weather Station,03/18/2016,138.66666666666666,1,678
63rd Street Weather Station,04/11/2017,138.29166666666666,3,1155
Foster Weather Station,05/31/2021,138.25,2,628
Oak Street Weather Station,06/01/2016,138.08333333333334,-3,831
Oak Street Weather Station,06/17/2017,138.04761904761904,-5,773
Foster Weather Station,02/13/2022,137.95833333333334,1,695
63rd Street Weather Station,05/24/2019,137.91666666666666,0,647
Foster Weather Station,02/10/2016,137.82608695652175,0,623
Oak Street Weather Station,07/27/2017,137.79166666666666,-4,582
Oak Street Weather Station,03/10/2017,137.75,1,684
63rd Street Weather Station,02/09/2016,137.625,5,533
63rd Street Weather Station,04/28/2017,137.58333333333334,3,579
Foster Weather Station,11/10/2015,137.57894736842104,0,450
Oak Street Weather Station,08/05/2020,137.30434782608697,-3,788
63rd Street Weather Station,03/28/2019,137.27272727272728,3,645
63rd Street Weather Station,09/25/2019,137.04166666666666,0,666
63rd Street Weather Station,02/04/2016,136.95833333333334,4,538
63rd Street Weather Station,09/30/2020,136.70833333333334,2,702
63rd Street Weather Station,09/29/2018,136.69565217391303,2,921
63rd Street Weather Station,08/28/2018,136.66666666666666,0,755
63rd Street Weather Station,01/16/2016,136.6315789473684,4,550
Oak Street Weather Station,06/27/2018,136.52173913043478,-4,735
Oak Street Weather Station,10/17/2015,136.42105263157896,2,586
Oak Street Weather Station,03/02/2018,136.33333333333334,1,644
63rd Street Weather Station,06/29/2020,136.25,0,726
Oak Street Weather Station,07/21/2016,136.20833333333334,-4,700
63rd Street Weather Station,06/24/2019,136.16666666666666,0,830
Oak Street Weather Station,09/12/2015,136.0,2,709
63rd Street Weather Station,03/04/2022,135.875,4,562
Foster Weather Station,09/23/2021,135.875,1,853
63rd Street Weather Station,11/08/2015,135.7826086956522,3,522
63rd Street Weather Station,08/19/2021,135.7391304347826,0,530
Foster Weather Station,08/25/2015,135.70833333333334,0,1099
Oak Street Weather Station,06/23/2019,135.625,-4,781
63rd Street Weather Station,10/22/2018,135.625,2,543
63rd Street Weather Station,02/23/2022,135.58333333333334,4,566
Foster Weather Station,03/04/2022,135.29166666666666,1,492
63rd Street Weather Station,10/24/2016,135.20833333333334,2,595
Oak Street Weather Station,03/22/2017,134.95833333333334,1,728
Foster Weather Station,07/23/2021,134.91666666666666,0,544
63rd Street Weather Station,01/30/2019,134.91304347826087,9,498
Oak Street Weather Station,05/20/2016,134.88235294117646,0,415
Foster Weather Station,03/31/2016,134.875,0,919
63rd Street Weather Station,05/22/2018,134.79166666666666,3,478
Oak Street Weather Station,08/01/2020,134.70833333333334,-4,725
63rd Street Weather Station,06/09/2018,134.66666666666666,1,760
63rd Street Weather Station,11/13/2016,134.6086956521739,3,520
Foster Weather Station,03/17/2022,134.58333333333334,2,644
Oak Street Weather Station,05/03/2016,134.57142857142858,0,817
Foster Weather Station,09/30/2021,134.54166666666666,2,458
63rd Street Weather Station,08/06/2021,134.47826086956522,0,655
Foster Weather Station,07/08/2015,134.41666666666666,0,457
63rd Street Weather Station,10/30/2015,134.375,3,553
Foster Weather Station,10/14/2020,134.33333333333334,0,663
63rd Street Weather Station,07/13/2021,134.29166666666666,0,503
Oak Street Weather Station,04/12/2020,134.25,0,899
Oak Street Weather Station,03/13/2018,134.1818181818182,1,835
63rd Street Weather Station,05/23/2021,134.125,0,503
Foster Weather Station,09/27/2020,133.75,0,501
63rd Street Weather Station,03/04/2017,133.66666666666666,4,703
Oak Street Weather Station,04/20/2017,133.41666666666666,0,756
63rd Street Weather Station,02/28/2016,133.3913043478261,2,656
Foster Weather Station,10/22/2015,133.3181818181818,0,571
63rd Street Weather Station,04/19/2016,133.16666666666666,2,587
63rd Street Weather Station,11/06/2016,133.08695652173913,2,519
63rd Street Weather Station,03/31/2016,132.875,2,775
63rd Street Weather Station,05/31/2021,132.79166666666666,1,486
63rd Street Weather Station,10/18/2016,132.70833333333334,0,638
Oak Street Weather Station,09/18/2021,132.66666666666666,-4,610
Oak Street Weather Station,06/03/2020,132.625,-4,609
63rd Street Weather Station,11/04/2016,132.625,3,536
Foster Weather Station,10/31/2020,132.58333333333334,0,516
63rd Street Weather Station,09/26/2018,132.54545454545453,1,701
63rd Street Weather Station,06/10/2020,132.5,0,897
63rd Street Weather Station,05/08/2019,132.45833333333334,1,609
63rd Street Weather Station,11/12/2016,132.3913043478261,3,509
Oak Street Weather Station,10/07/2016,132.29166666666666,-4,780
Oak Street Weather Station,10/10/2015,132.23809523809524,0,618
Foster Weather Station,08/30/2015,132.0952380952381,0,683
Oak Street Weather Station,06/20/2018,132.08695652173913,-3,516
Foster Weather Station,11/03/2020,131.875,2,518
Oak Street Weather Station,07/05/2018,131.71428571428572,-5,752
Foster Weather Station,10/16/2015,131.54166666666666,0,584
Foster Weather Station,08/18/2015,131.45833333333334,0,842
63rd Street Weather Station,09/27/2018,131.45,1,484
Oak Street Weather Station,09/07/2016,131.34782608695653,-5,637
Oak Street Weather Station,08/27/2015,131.23809523809524,1,603
Oak Street Weather Station,03/09/2018,131.20833333333334,1,671
Oak Street Weather Station,06/10/2020,131.1818181818182,-5,827
63rd Street Weather Station,02/19/2019,131.16666666666666,4,610
Oak Street Weather Station,09/01/2016,130.95238095238096,-3,868
63rd Street Weather Station,09/04/2017,130.82608695652175,0,670
Oak Street Weather Station,06/29/2021,130.75,-4,721
63rd Street Weather Station,09/30/2018,130.71428571428572,2,616
63rd Street Weather Station,03/02/2022,130.625,3,559
Foster Weather Station,03/06/2022,130.58333333333334,0,763
63rd Street Weather Station,08/24/2016,130.54166666666666,0,660
Oak Street Weather Station,03/08/2017,130.375,0,671
Oak Street Weather Station,08/03/2020,130.375,-3,714
Oak Street Weather Station,08/21/2019,130.29166666666666,-4,529
63rd Street Weather Station,02/15/2022,130.25,4,551
Foster Weather Station,03/14/2016,130.20833333333334,0,669
Foster Weather Station,02/12/2022,130.20833333333334,1,618
Foster Weather Station,02/06/2016,130.16666666666666,0,532
63rd Street Weather Station,07/21/2018,130.1304347826087,0,674
Foster Weather Station,02/08/2022,130.125,1,517
63rd Street Weather Station,06/28/2021,130.08333333333334,0,814
Oak Street Weather Station,09/25/2015,130.04347826086956,0,589
63rd Street Weather Station,08/18/2019,130.04166666666666,0,745
Oak Street Weather Station,07/28/2016,129.95833333333334,-4,860
63rd Street Weather Station,11/13/2015,129.875,4,515
63rd Street Weather Station,02/15/2017,129.83333333333334,4,521
63rd Street Weather Station,05/01/2017,129.75,2,660
Oak Street Weather Station,10/02/2020,129.70833333333334,0,660
Oak Street Weather Station,07/29/2016,129.70833333333334,-3,767
63rd Street Weather Station,08/05/2020,129.69565217391303,0,700
63rd Street Weather Station,09/19/2017,129.3913043478261,0,739
63rd Street Weather Station,03/23/2017,129.20833333333334,3,760
63rd Street Weather Station,05/20/2019,129.08695652173913,2,597
Oak Street Weather Station,09/21/2017,129.0,-5,661
63rd Street Weather Station,11/08/2017,128.95833333333334,3,515
63rd Street Weather Station,07/12/2021,128.95833333333334,0,454
63rd Street Weather Station,08/27/2017,128.95238095238096,0,701
63rd Street Weather Station,09/12/2019,128.83333333333334,0,617
63rd Street Weather Station,10/26/2015,128.79166666666666,3,494
Oak Street Weather Station,07/21/2021,128.75,-3,667
Oak Street Weather Station,03/20/2018,128.65217391304347,1,502
Oak Street Weather Station,08/09/2017,128.625,-4,618
Foster Weather Station,11/02/2020,128.58333333333334,2,523
Foster Weather Station,02/23/2022,128.47826086956522,1,632
Oak Street Weather Station,06/20/2021,128.45833333333334,-3,423
Foster Weather Station,10/20/2021,128.375,2,499
Oak Street Weather Station,02/19/2017,128.36363636363637,0,562
Oak Street Weather Station,10/09/2017,128.33333333333334,-4,594
Foster Weather Station,10/08/2021,128.29166666666666,1,525
Oak Street Weather Station,07/27/2016,128.21428571428572,-4,550
63rd Street Weather Station,10/04/2016,128.125,1,578
Oak Street Weather Station,06/09/2018,127.91666666666667,-2,723
Oak Street Weather Station,03/17/2022,127.83333333333333,-2,563
Oak Street Weather Station,09/10/2016,127.79166666666667,-3,775
63rd Street Weather Station,11/09/2015,127.75,3,515
63rd Street Weather Station,06/23/2019,127.70833333333333,0,723
63rd Street Weather Station,10/07/2016,127.625,0,757
63rd Street Weather Station,11/02/2021,127.58333333333333,3,651
Oak Street Weather Station,02/26/2016,127.57142857142857,3,408
Foster Weather Station,11/08/2015,127.56521739130434,0,478
63rd Street Weather Station,11/09/2016,127.45833333333333,3,510
Oak Street Weather Station,03/03/2018,127.33333333333333,1,633
Oak Street Weather Station,03/16/2022,127.25,-2,671
Oak Street Weather Station,05/26/2015,127.17647058823529,0,658
63rd Street Weather Station,08/10/2020,127.16666666666667,0,724
Foster Weather Station,06/17/2015,127.04166666666667,0,470
Oak Street Weather Station,03/14/2022,127.0,0,637
Oak Street Weather Station,08/12/2021,126.95833333333333,-5,708
Oak Street Weather Station,04/01/2020,126.91666666666667,1,548
Oak Street Weather Station,03/21/2017,126.83333333333333,1,552
63rd Street Weather Station,02/20/2017,126.625,1,606
63rd Street Weather Station,02/01/2016,126.6086956521739,4,510
Foster Weather Station,10/26/2015,126.58333333333333,0,562
Oak Street Weather Station,08/21/2021,126.3913043478261,-5,633
Oak Street Weather Station,03/26/2018,126.33333333333333,0,488
Foster Weather Station,07/16/2021,126.29166666666667,0,520
63rd Street Weather Station,10/30/2020,126.20833333333333,4,490
63rd Street Weather Station,11/10/2016,126.20833333333333,2,515
Oak Street Weather Station,06/18/2015,126.17391304347827,0,426
Oak Street Weather Station,10/16/2015,126.05,1,769
Foster Weather Station,06/07/2015,125.8695652173913,0,496
Oak Street Weather Station,06/16/2016,125.83333333333333,0,479
Oak Street Weather Station,11/02/2015,125.8,0,513
63rd Street Weather Station,02/13/2019,125.70833333333333,5,499
63rd Street Weather Station,09/23/2021,125.65217391304348,1,606
63rd Street Weather Station,03/15/2016,125.54166666666667,3,579
63rd Street Weather Station,06/28/2017,125.54166666666667,0,589
63rd Street Weather Station,09/07/2017,125.45454545454545,1,458
Oak Street Weather Station,09/07/2021,125.41666666666667,-4,723
63rd Street Weather Station,10/27/2021,125.41666666666667,2,537
63rd Street Weather Station,10/12/2015,124.95833333333333,1,692
Oak Street Weather Station,04/27/2020,124.83333333333333,0,711
63rd Street Weather Station,05/19/2021,124.66666666666667,0,420
Foster Weather Station,02/28/2016,124.56521739130434,0,624
63rd Street Weather Station,10/26/2017,124.54166666666667,2,514
Oak Street Weather Station,08/31/2017,124.52173913043478,-3,841
